,name,current_capacity,total_capacity,percent_capacity,date_time
25,Colby (Strength),57.0,300.0,19.0,1636308306.4621854
26,Lower Gym (Badminton & Pickleball),22.0,300.0,8.0,1636308306.4621854
27,TREC,,,,1636308306.4621854
0,Upper Track (4th Floor),0.0,100.0,0.0,1636311907.4826286
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636311907.4826286
2,Upper Fitness ,3.0,100.0,3.0,1636311907.4826286
3,Upper Gym,31.0,100.0,31.0,1636311907.4826286
4,MAC Court (Cardio),1.0,100.0,1.0,1636311907.4826286
5,MAC (badminton),2.0,50.0,4.0,1636311907.4826286
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636311907.4826286
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636311907.4826286
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636311907.4826286
9,Mindfulness Room ,0.0,50.0,0.0,1636311907.4826286
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636311907.4826286
11,Fitness Pavilion (strength),3.0,100.0,3.0,1636311907.4826286
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636311907.4826286
13,Fitness Loft,4.0,100.0,4.0,1636311907.4826286
14,Feature Gym,0.0,100.0,0.0,1636311907.4826286
15,B&G Gym 1-3,,,,1636311907.4826286
16,B&G Gym 4-6,10.0,300.0,4.0,1636311907.4826286
17,Scifres ,13.0,200.0,7.0,1636311907.4826286
18,Climbing Wall ,,,,1636311907.4826286
19,Bouldering Wall,1.0,20.0,5.0,1636311907.4826286
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636311907.4826286
21,Olympic Lifting Room ,2.0,50.0,4.0,1636311907.4826286
22,MP4 (Table Tennis),2.0,300.0,1.0,1636311907.4826286
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636311907.4826286
24,Colby (Cardio),0.0,300.0,0.0,1636311907.4826286
25,Colby (Strength),62.0,300.0,21.0,1636311907.4826286
26,Lower Gym (Badminton & Pickleball),4.0,300.0,2.0,1636311907.4826286
27,TREC,,,,1636311907.4826286
0,Upper Track (4th Floor),0.0,100.0,0.0,1636315507.8919702
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636315507.8919702
2,Upper Fitness ,8.0,100.0,8.0,1636315507.8919702
3,Upper Gym,8.0,100.0,8.0,1636315507.8919702
4,MAC Court (Cardio),1.0,100.0,1.0,1636315507.8919702
5,MAC (badminton),0.0,50.0,0.0,1636315507.8919702
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636315507.8919702
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636315507.8919702
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636315507.8919702
9,Mindfulness Room ,1.0,50.0,2.0,1636315507.8919702
10,Racquetball/Squash Courts ,4.0,200.0,2.0,1636315507.8919702
11,Fitness Pavilion (strength),7.0,100.0,8.0,1636315507.8919702
12,Fitness Pavilion (cardio),1.0,100.0,1.0,1636315507.8919702
13,Fitness Loft,2.0,100.0,2.0,1636315507.8919702
14,Feature Gym,0.0,100.0,0.0,1636315507.8919702
15,B&G Gym 1-3,,,,1636315507.8919702
16,B&G Gym 4-6,6.0,300.0,2.0,1636315507.8919702
17,Scifres ,11.0,200.0,6.0,1636315507.8919702
18,Climbing Wall ,,,,1636315507.8919702
19,Bouldering Wall,1.0,20.0,5.0,1636315507.8919702
20,East Fitness (Strength Equipment),35.0,300.0,12.0,1636315507.8919702
21,Olympic Lifting Room ,2.0,50.0,4.0,1636315507.8919702
22,MP4 (Table Tennis),1.0,300.0,1.0,1636315507.8919702
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636315507.8919702
24,Colby (Cardio),1.0,300.0,1.0,1636315507.8919702
25,Colby (Strength),56.0,300.0,19.0,1636315507.8919702
26,Lower Gym (Badminton & Pickleball),11.0,300.0,4.0,1636315507.8919702
27,TREC,,,,1636315507.8919702
0,Upper Track (4th Floor),0.0,100.0,0.0,1636319106.9095578
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636319106.9095578
2,Upper Fitness ,6.0,100.0,6.0,1636319106.9095578
3,Upper Gym,14.0,100.0,15.0,1636319106.9095578
4,MAC Court (Cardio),0.0,100.0,0.0,1636319106.9095578
5,MAC (badminton),0.0,50.0,0.0,1636319106.9095578
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636319106.9095578
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636319106.9095578
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636319106.9095578
9,Mindfulness Room ,0.0,50.0,0.0,1636319106.9095578
10,Racquetball/Squash Courts ,13.0,200.0,7.0,1636319106.9095578
11,Fitness Pavilion (strength),6.0,100.0,6.0,1636319106.9095578
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636319106.9095578
13,Fitness Loft,6.0,100.0,6.0,1636319106.9095578
14,Feature Gym,0.0,100.0,0.0,1636319106.9095578
15,B&G Gym 1-3,,,,1636319106.9095578
16,B&G Gym 4-6,16.0,300.0,6.0,1636319106.9095578
17,Scifres ,14.0,200.0,8.0,1636319106.9095578
18,Climbing Wall ,,,,1636319106.9095578
19,Bouldering Wall,2.0,20.0,10.0,1636319106.9095578
20,East Fitness (Strength Equipment),31.0,300.0,11.0,1636319106.9095578
21,Olympic Lifting Room ,2.0,50.0,4.0,1636319106.9095578
22,MP4 (Table Tennis),2.0,300.0,1.0,1636319106.9095578
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636319106.9095578
24,Colby (Cardio),2.0,300.0,1.0,1636319106.9095578
25,Colby (Strength),64.0,300.0,22.0,1636319106.9095578
26,Lower Gym (Badminton & Pickleball),21.0,300.0,8.0,1636319106.9095578
27,TREC,,,,1636319106.9095578
0,Upper Track (4th Floor),2.0,100.0,2.0,1636322706.7972074
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636322706.7972074
2,Upper Fitness ,3.0,100.0,3.0,1636322706.7972074
3,Upper Gym,15.0,100.0,15.0,1636322706.7972074
4,MAC Court (Cardio),0.0,100.0,0.0,1636322706.7972074
5,MAC (badminton),0.0,50.0,0.0,1636322706.7972074
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636322706.7972074
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636322706.7972074
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636322706.7972074
9,Mindfulness Room ,0.0,50.0,0.0,1636322706.7972074
10,Racquetball/Squash Courts ,24.0,200.0,12.0,1636322706.7972074
11,Fitness Pavilion (strength),10.0,100.0,10.0,1636322706.7972074
12,Fitness Pavilion (cardio),11.0,100.0,11.0,1636322706.7972074
13,Fitness Loft,8.0,100.0,8.0,1636322706.7972074
14,Feature Gym,0.0,100.0,0.0,1636322706.7972074
15,B&G Gym 1-3,,,,1636322706.7972074
16,B&G Gym 4-6,26.0,300.0,9.0,1636322706.7972074
17,Scifres ,21.0,200.0,11.0,1636322706.7972074
18,Climbing Wall ,,,,1636322706.7972074
19,Bouldering Wall,4.0,20.0,20.0,1636322706.7972074
20,East Fitness (Strength Equipment),30.0,300.0,10.0,1636322706.7972074
21,Olympic Lifting Room ,2.0,50.0,4.0,1636322706.7972074
22,MP4 (Table Tennis),2.0,300.0,1.0,1636322706.7972074
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636322706.7972074
24,Colby (Cardio),4.0,300.0,2.0,1636322706.7972074
25,Colby (Strength),72.0,300.0,24.0,1636322706.7972074
26,Lower Gym (Badminton & Pickleball),39.0,300.0,13.0,1636322706.7972074
27,TREC,,,,1636322706.7972074
0,Upper Track (4th Floor),0.0,100.0,0.0,1636326307.1555936
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636326307.1555936
2,Upper Fitness ,9.0,100.0,9.0,1636326307.1555936
3,Upper Gym,10.0,100.0,10.0,1636326307.1555936
4,MAC Court (Cardio),2.0,100.0,2.0,1636326307.1555936
5,MAC (badminton),6.0,50.0,12.0,1636326307.1555936
6,West Mezzanine (3rd Floor),7.0,100.0,8.0,1636326307.1555936
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636326307.1555936
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636326307.1555936
9,Mindfulness Room ,0.0,50.0,0.0,1636326307.1555936
10,Racquetball/Squash Courts ,31.0,200.0,16.0,1636326307.1555936
11,Fitness Pavilion (strength),7.0,100.0,8.0,1636326307.1555936
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636326307.1555936
13,Fitness Loft,9.0,100.0,9.0,1636326307.1555936
14,Feature Gym,2.0,100.0,2.0,1636326307.1555936
15,B&G Gym 1-3,,,,1636326307.1555936
16,B&G Gym 4-6,31.0,300.0,11.0,1636326307.1555936
17,Scifres ,20.0,200.0,10.0,1636326307.1555936
18,Climbing Wall ,,,,1636326307.1555936
19,Bouldering Wall,6.0,20.0,30.0,1636326307.1555936
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636326307.1555936
21,Olympic Lifting Room ,5.0,50.0,10.0,1636326307.1555936
22,MP4 (Table Tennis),2.0,300.0,1.0,1636326307.1555936
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636326307.1555936
24,Colby (Cardio),5.0,300.0,2.0,1636326307.1555936
25,Colby (Strength),84.0,300.0,29.0,1636326307.1555936
26,Lower Gym (Badminton & Pickleball),42.0,300.0,15.0,1636326307.1555936
27,TREC,,,,1636326307.1555936
0,Upper Track (4th Floor),0.0,100.0,0.0,1636329907.6035435
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636329907.6035435
2,Upper Fitness ,10.0,100.0,10.0,1636329907.6035435
3,Upper Gym,30.0,100.0,30.0,1636329907.6035435
4,MAC Court (Cardio),0.0,100.0,0.0,1636329907.6035435
5,MAC (badminton),6.0,50.0,12.0,1636329907.6035435
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636329907.6035435
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636329907.6035435
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636329907.6035435
9,Mindfulness Room ,0.0,50.0,0.0,1636329907.6035435
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636329907.6035435
11,Fitness Pavilion (strength),10.0,100.0,10.0,1636329907.6035435
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636329907.6035435
13,Fitness Loft,9.0,100.0,9.0,1636329907.6035435
14,Feature Gym,15.0,100.0,15.0,1636329907.6035435
15,B&G Gym 1-3,,,,1636329907.6035435
16,B&G Gym 4-6,,,,1636329907.6035435
17,Scifres ,17.0,200.0,9.0,1636329907.6035435
18,Climbing Wall ,,,,1636329907.6035435
19,Bouldering Wall,8.0,20.0,40.0,1636329907.6035435
20,East Fitness (Strength Equipment),40.0,300.0,14.0,1636329907.6035435
21,Olympic Lifting Room ,4.0,50.0,8.0,1636329907.6035435
22,MP4 (Table Tennis),1.0,300.0,1.0,1636329907.6035435
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636329907.6035435
24,Colby (Cardio),4.0,300.0,2.0,1636329907.6035435
25,Colby (Strength),60.0,300.0,20.0,1636329907.6035435
26,Lower Gym (Badminton & Pickleball),10.0,300.0,4.0,1636329907.6035435
27,TREC,,,,1636329907.6035435
0,Upper Track (4th Floor),0.0,100.0,0.0,1636333506.7294347
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636333506.7294347
2,Upper Fitness ,5.0,100.0,5.0,1636333506.7294347
3,Upper Gym,41.0,100.0,41.0,1636333506.7294347
4,MAC Court (Cardio),2.0,100.0,2.0,1636333506.7294347
5,MAC (badminton),0.0,50.0,0.0,1636333506.7294347
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636333506.7294347
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636333506.7294347
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636333506.7294347
9,Mindfulness Room ,0.0,50.0,0.0,1636333506.7294347
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636333506.7294347
11,Fitness Pavilion (strength),11.0,100.0,11.0,1636333506.7294347
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636333506.7294347
13,Fitness Loft,7.0,100.0,8.0,1636333506.7294347
14,Feature Gym,9.0,100.0,9.0,1636333506.7294347
15,B&G Gym 1-3,,,,1636333506.7294347
16,B&G Gym 4-6,,,,1636333506.7294347
17,Scifres ,7.0,200.0,4.0,1636333506.7294347
18,Climbing Wall ,,,,1636333506.7294347
19,Bouldering Wall,5.0,20.0,25.0,1636333506.7294347
20,East Fitness (Strength Equipment),31.0,300.0,11.0,1636333506.7294347
21,Olympic Lifting Room ,1.0,50.0,2.0,1636333506.7294347
22,MP4 (Table Tennis),2.0,300.0,1.0,1636333506.7294347
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636333506.7294347
24,Colby (Cardio),1.0,300.0,1.0,1636333506.7294347
25,Colby (Strength),39.0,300.0,13.0,1636333506.7294347
26,Lower Gym (Badminton & Pickleball),17.0,300.0,6.0,1636333506.7294347
27,TREC,,,,1636333506.7294347
0,Upper Track (4th Floor),0.0,100.0,0.0,1636337107.1587274
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636337107.1587274
2,Upper Fitness ,6.0,100.0,6.0,1636337107.1587274
3,Upper Gym,41.0,100.0,41.0,1636337107.1587274
4,MAC Court (Cardio),0.0,100.0,0.0,1636337107.1587274
5,MAC (badminton),3.0,50.0,6.0,1636337107.1587274
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636337107.1587274
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636337107.1587274
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636337107.1587274
9,Mindfulness Room ,0.0,50.0,0.0,1636337107.1587274
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636337107.1587274
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636337107.1587274
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1636337107.1587274
13,Fitness Loft,5.0,100.0,5.0,1636337107.1587274
14,Feature Gym,10.0,100.0,10.0,1636337107.1587274
15,B&G Gym 1-3,,,,1636337107.1587274
16,B&G Gym 4-6,,,,1636337107.1587274
17,Scifres ,19.0,200.0,10.0,1636337107.1587274
18,Climbing Wall ,,,,1636337107.1587274
19,Bouldering Wall,12.0,20.0,60.0,1636337107.1587274
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636337107.1587274
21,Olympic Lifting Room ,5.0,50.0,10.0,1636337107.1587274
22,MP4 (Table Tennis),2.0,300.0,1.0,1636337107.1587274
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636337107.1587274
24,Colby (Cardio),4.0,300.0,2.0,1636337107.1587274
25,Colby (Strength),46.0,300.0,16.0,1636337107.1587274
26,Lower Gym (Badminton & Pickleball),15.0,300.0,5.0,1636337107.1587274
27,TREC,,,,1636337107.1587274
0,Upper Track (4th Floor),0.0,100.0,0.0,1636340707.2662144
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636340707.2662144
2,Upper Fitness ,7.0,100.0,8.0,1636340707.2662144
3,Upper Gym,35.0,100.0,35.0,1636340707.2662144
4,MAC Court (Cardio),0.0,100.0,0.0,1636340707.2662144
5,MAC (badminton),0.0,50.0,0.0,1636340707.2662144
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636340707.2662144
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636340707.2662144
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636340707.2662144
9,Mindfulness Room ,0.0,50.0,0.0,1636340707.2662144
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636340707.2662144
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636340707.2662144
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636340707.2662144
13,Fitness Loft,3.0,100.0,3.0,1636340707.2662144
14,Feature Gym,14.0,100.0,15.0,1636340707.2662144
15,B&G Gym 1-3,,,,1636340707.2662144
16,B&G Gym 4-6,,,,1636340707.2662144
17,Scifres ,15.0,200.0,8.0,1636340707.2662144
18,Climbing Wall ,,,,1636340707.2662144
19,Bouldering Wall,6.0,20.0,30.0,1636340707.2662144
20,East Fitness (Strength Equipment),20.0,300.0,7.0,1636340707.2662144
21,Olympic Lifting Room ,3.0,50.0,6.0,1636340707.2662144
22,MP4 (Table Tennis),0.0,300.0,0.0,1636340707.2662144
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636340707.2662144
24,Colby (Cardio),5.0,300.0,2.0,1636340707.2662144
25,Colby (Strength),50.0,300.0,17.0,1636340707.2662144
26,Lower Gym (Badminton & Pickleball),12.0,300.0,4.0,1636340707.2662144
27,TREC,,,,1636340707.2662144
0,Upper Track (4th Floor),0.0,100.0,0.0,1636344307.453774
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636344307.453774
2,Upper Fitness ,6.0,100.0,6.0,1636344307.453774
3,Upper Gym,43.0,100.0,43.0,1636344307.453774
4,MAC Court (Cardio),0.0,100.0,0.0,1636344307.453774
5,MAC (badminton),0.0,50.0,0.0,1636344307.453774
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636344307.453774
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636344307.453774
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636344307.453774
9,Mindfulness Room ,0.0,50.0,0.0,1636344307.453774
10,Racquetball/Squash Courts ,13.0,200.0,7.0,1636344307.453774
11,Fitness Pavilion (strength),7.0,100.0,8.0,1636344307.453774
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636344307.453774
13,Fitness Loft,1.0,100.0,1.0,1636344307.453774
14,Feature Gym,6.0,100.0,6.0,1636344307.453774
15,B&G Gym 1-3,,,,1636344307.453774
16,B&G Gym 4-6,,,,1636344307.453774
17,Scifres ,15.0,200.0,8.0,1636344307.453774
18,Climbing Wall ,,,,1636344307.453774
19,Bouldering Wall,3.0,20.0,15.0,1636344307.453774
20,East Fitness (Strength Equipment),27.0,300.0,9.0,1636344307.453774
21,Olympic Lifting Room ,1.0,50.0,2.0,1636344307.453774
22,MP4 (Table Tennis),1.0,300.0,1.0,1636344307.453774
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636344307.453774
24,Colby (Cardio),1.0,300.0,1.0,1636344307.453774
25,Colby (Strength),52.0,300.0,18.0,1636344307.453774
26,Lower Gym (Badminton & Pickleball),3.0,300.0,1.0,1636344307.453774
27,TREC,,,,1636344307.453774
0,Upper Track (4th Floor),0.0,100.0,0.0,1636365906.9970007
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636365906.9970007
2,Upper Fitness ,6.0,100.0,6.0,1636365906.9970007
3,Upper Gym,43.0,100.0,43.0,1636365906.9970007
4,MAC Court (Cardio),0.0,100.0,0.0,1636365906.9970007
5,MAC (badminton),0.0,50.0,0.0,1636365906.9970007
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636365906.9970007
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636365906.9970007
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636365906.9970007
9,Mindfulness Room ,0.0,50.0,0.0,1636365906.9970007
10,Racquetball/Squash Courts ,13.0,200.0,7.0,1636365906.9970007
11,Fitness Pavilion (strength),7.0,100.0,8.0,1636365906.9970007
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636365906.9970007
13,Fitness Loft,1.0,100.0,1.0,1636365906.9970007
14,Feature Gym,6.0,100.0,6.0,1636365906.9970007
15,B&G Gym 1-3,,,,1636365906.9970007
16,B&G Gym 4-6,,,,1636365906.9970007
17,Scifres ,15.0,200.0,8.0,1636365906.9970007
18,Climbing Wall ,,,,1636365906.9970007
19,Bouldering Wall,3.0,20.0,15.0,1636365906.9970007
20,East Fitness (Strength Equipment),27.0,300.0,9.0,1636365906.9970007
21,Olympic Lifting Room ,1.0,50.0,2.0,1636365906.9970007
22,MP4 (Table Tennis),1.0,300.0,1.0,1636365906.9970007
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636365906.9970007
24,Colby (Cardio),1.0,300.0,1.0,1636365906.9970007
25,Colby (Strength),52.0,300.0,18.0,1636365906.9970007
26,Lower Gym (Badminton & Pickleball),3.0,300.0,1.0,1636365906.9970007
27,TREC,,,,1636365906.9970007
0,Upper Track (4th Floor),0.0,100.0,0.0,1636369507.46559
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636369507.46559
2,Upper Fitness ,6.0,100.0,6.0,1636369507.46559
3,Upper Gym,43.0,100.0,43.0,1636369507.46559
4,MAC Court (Cardio),0.0,100.0,0.0,1636369507.46559
5,MAC (badminton),0.0,50.0,0.0,1636369507.46559
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636369507.46559
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636369507.46559
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636369507.46559
9,Mindfulness Room ,0.0,50.0,0.0,1636369507.46559
10,Racquetball/Squash Courts ,13.0,200.0,7.0,1636369507.46559
11,Fitness Pavilion (strength),7.0,100.0,8.0,1636369507.46559
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636369507.46559
13,Fitness Loft,1.0,100.0,1.0,1636369507.46559
14,Feature Gym,6.0,100.0,6.0,1636369507.46559
15,B&G Gym 1-3,,,,1636369507.46559
16,B&G Gym 4-6,,,,1636369507.46559
17,Scifres ,15.0,200.0,8.0,1636369507.46559
18,Climbing Wall ,,,,1636369507.46559
19,Bouldering Wall,3.0,20.0,15.0,1636369507.46559
20,East Fitness (Strength Equipment),27.0,300.0,9.0,1636369507.46559
21,Olympic Lifting Room ,1.0,50.0,2.0,1636369507.46559
22,MP4 (Table Tennis),1.0,300.0,1.0,1636369507.46559
23,MP3 (Strength Equipment),1.0,100.0,1.0,1636369507.46559
24,Colby (Cardio),1.0,300.0,1.0,1636369507.46559
25,Colby (Strength),52.0,300.0,18.0,1636369507.46559
26,Lower Gym (Badminton & Pickleball),3.0,300.0,1.0,1636369507.46559
27,TREC,,,,1636369507.46559
0,Upper Track (4th Floor),0.0,100.0,0.0,1636373106.4216063
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636373106.4216063
2,Upper Fitness ,3.0,100.0,3.0,1636373106.4216063
3,Upper Gym,0.0,100.0,0.0,1636373106.4216063
4,MAC Court (Cardio),0.0,100.0,0.0,1636373106.4216063
5,MAC (badminton),0.0,50.0,0.0,1636373106.4216063
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636373106.4216063
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636373106.4216063
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636373106.4216063
9,Mindfulness Room ,0.0,50.0,0.0,1636373106.4216063
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636373106.4216063
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636373106.4216063
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636373106.4216063
13,Fitness Loft,3.0,100.0,3.0,1636373106.4216063
14,Feature Gym,0.0,100.0,0.0,1636373106.4216063
15,B&G Gym 1-3,,,,1636373106.4216063
16,B&G Gym 4-6,1.0,300.0,1.0,1636373106.4216063
17,Scifres ,6.0,200.0,3.0,1636373106.4216063
18,Climbing Wall ,,,,1636373106.4216063
19,Bouldering Wall,0.0,20.0,0.0,1636373106.4216063
20,East Fitness (Strength Equipment),25.0,300.0,9.0,1636373106.4216063
21,Olympic Lifting Room ,1.0,50.0,2.0,1636373106.4216063
22,MP4 (Table Tennis),0.0,300.0,0.0,1636373106.4216063
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636373106.4216063
24,Colby (Cardio),1.0,300.0,1.0,1636373106.4216063
25,Colby (Strength),28.0,300.0,10.0,1636373106.4216063
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636373106.4216063
27,TREC,,,,1636373106.4216063
0,Upper Track (4th Floor),1.0,100.0,1.0,1636376707.5271943
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636376707.5271943
2,Upper Fitness ,8.0,100.0,8.0,1636376707.5271943
3,Upper Gym,0.0,100.0,0.0,1636376707.5271943
4,MAC Court (Cardio),0.0,100.0,0.0,1636376707.5271943
5,MAC (badminton),0.0,50.0,0.0,1636376707.5271943
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636376707.5271943
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636376707.5271943
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636376707.5271943
9,Mindfulness Room ,0.0,50.0,0.0,1636376707.5271943
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636376707.5271943
11,Fitness Pavilion (strength),4.0,100.0,4.0,1636376707.5271943
12,Fitness Pavilion (cardio),6.0,100.0,6.0,1636376707.5271943
13,Fitness Loft,4.0,100.0,4.0,1636376707.5271943
14,Feature Gym,0.0,100.0,0.0,1636376707.5271943
15,B&G Gym 1-3,,,,1636376707.5271943
16,B&G Gym 4-6,4.0,300.0,2.0,1636376707.5271943
17,Scifres ,18.0,200.0,9.0,1636376707.5271943
18,Climbing Wall ,,,,1636376707.5271943
19,Bouldering Wall,0.0,20.0,0.0,1636376707.5271943
20,East Fitness (Strength Equipment),37.0,300.0,13.0,1636376707.5271943
21,Olympic Lifting Room ,3.0,50.0,6.0,1636376707.5271943
22,MP4 (Table Tennis),0.0,300.0,0.0,1636376707.5271943
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636376707.5271943
24,Colby (Cardio),1.0,300.0,1.0,1636376707.5271943
25,Colby (Strength),52.0,300.0,18.0,1636376707.5271943
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636376707.5271943
27,TREC,,,,1636376707.5271943
0,Upper Track (4th Floor),1.0,100.0,1.0,1636380307.0911596
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636380307.0911596
2,Upper Fitness ,12.0,100.0,12.0,1636380307.0911596
3,Upper Gym,0.0,100.0,0.0,1636380307.0911596
4,MAC Court (Cardio),0.0,100.0,0.0,1636380307.0911596
5,MAC (badminton),0.0,50.0,0.0,1636380307.0911596
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636380307.0911596
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636380307.0911596
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1636380307.0911596
9,Mindfulness Room ,0.0,50.0,0.0,1636380307.0911596
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636380307.0911596
11,Fitness Pavilion (strength),3.0,100.0,3.0,1636380307.0911596
12,Fitness Pavilion (cardio),7.0,100.0,8.0,1636380307.0911596
13,Fitness Loft,10.0,100.0,10.0,1636380307.0911596
